code,name,predict,index,start_date,end_date
019170,신풍제약,37111557.0,30365297.0,2019-11-25,2020-05-21
005320,국동,30144420.0,23225806.0,2019-11-25,2020-05-21
026890,디피씨,29502237.0,21599169.0,2019-11-25,2020-05-21
036120,SCI평가정보,29500091.0,13128599.0,2019-11-25,2020-05-21
032620,유비케어,29499067.0,20377358.0,2019-11-25,2020-05-21
032850,비트컴퓨터,29499018.0,29468599.0,2019-11-25,2020-05-21
016380,KG동부제철,29498004.0,16276042.0,2019-11-25,2020-05-21
035620,바른손이앤에이,25523876.0,16527778.0,2019-11-25,2020-05-21
004920,씨아이테크,23523988.0,24217119.0,2019-11-25,2020-05-21
001020,페이퍼코리아,23523602.0,21978022.0,2019-11-25,2020-05-21
002140,고려산업,23523459.0,10638607.0,2019-11-25,2020-05-21
032680,소프트센,23523457.0,11013216.0,2019-11-25,2020-05-21
037070,파세코,23523400.0,18327796.0,2019-11-25,2020-05-21
003090,대웅,23521556.0,13396947.0,2019-11-25,2020-05-21
032190,다우데이타,23519047.0,16686747.0,2019-11-25,2020-05-21
023900,풍국주정,23518106.0,13466258.0,2019-11-25,2020-05-21
001550,조비,22254150.0,9849398.0,2019-11-25,2020-05-21
001200,유진증권,22210839.0,14511628.0,2019-11-25,2020-05-21
036580,팜스코,21632866.0,15062762.0,2019-11-25,2020-05-21
002700,신일전자,21311682.0,14591195.0,2019-11-25,2020-05-21
001120,LG상사,21129095.0,9276316.0,2019-11-25,2020-05-21
006920,모헨즈,20903026.0,9308855.0,2019-11-25,2020-05-21
008250,이건산업,20840255.0,8675676.0,2019-11-25,2020-05-21
010100,한국프랜지공업,20742035.0,12399050.0,2019-11-25,2020-05-21
029460,케이씨,20469743.0,14776119.0,2019-11-25,2020-05-21
016250,이테크건설,20338098.0,14151473.0,2019-11-25,2020-05-21
002230,피에스텍,20182676.0,9747292.0,2019-11-25,2020-05-21
003060,에이프로젠제약,20164173.0,19351852.0,2019-11-25,2020-05-21
013810,스페코,19811471.0,12705061.0,2019-11-25,2020-05-21
017510,세명전기,19317211.0,8624754.0,2019-11-25,2020-05-21
025320,시노펙스,18756924.0,11079545.0,2019-11-25,2020-05-21
000910,유니온,18755892.0,14918415.0,2019-11-25,2020-05-21
036810,에프에스티,18755679.0,17462687.0,2019-11-25,2020-05-21
002620,제일파마홀딩스,18753080.0,10645161.0,2019-11-25,2020-05-21
008350,남선알미늄,18696922.0,18759690.0,2019-11-25,2020-05-21
027710,팜스토리,18667483.0,11127451.0,2019-11-25,2020-05-21
004540,깨끗한나라,18600813.0,18336980.0,2019-11-25,2020-05-21
005860,한일사료,18525875.0,9203085.0,2019-11-25,2020-05-21
036200,유니셈,18510109.0,13908297.0,2019-11-25,2020-05-21
012510,더존비즈온,18220951.0,14077670.0,2019-11-25,2020-05-21
006400,삼성SDI,18149534.0,14075630.0,2019-11-25,2020-05-21
003230,삼양식품,18131400.0,14485459.0,2019-11-25,2020-05-21
017960,한국카본,18123493.0,10131406.0,2019-11-25,2020-05-21
003000,부광약품,18057678.0,18310811.0,2019-11-25,2020-05-21
001880,삼호,18009992.0,10098039.0,2019-11-25,2020-05-21
019660,글로본,17974379.0,7590711.0,2019-11-25,2020-05-21
032800,판타지오,17922447.0,15925926.0,2019-11-25,2020-05-21
033230,인성정보,17881211.0,22702703.0,2019-11-25,2020-05-21
009290,광동제약,17864084.0,10201729.0,2019-11-25,2020-05-21
007210,벽산,17764041.0,9015957.0,2019-11-25,2020-05-21
023960,에쓰씨엔지니어링,17689858.0,8815789.0,2019-11-25,2020-05-21
004840,DRB동일,17600557.0,12772643.0,2019-11-25,2020-05-21
002300,한국제지,17596725.0,10230548.0,2019-11-25,2020-05-21
001840,이화공영,17581304.0,10310680.0,2019-11-25,2020-05-21
007110,일신석재,17561922.0,9392789.0,2019-11-25,2020-05-21
026150,특수건설,17491095.0,10550725.0,2019-11-25,2020-05-21
006390,한일현대시멘트,17469705.0,9597424.0,2019-11-25,2020-05-21
006570,대림통상,17442184.0,10880829.0,2019-11-25,2020-05-21
017800,현대엘리베이터,17382330.0,8590786.0,2019-11-25,2020-05-21
002020,코오롱,17381776.0,10343840.0,2019-11-25,2020-05-21
005440,현대그린푸드,17370054.0,7641921.0,2019-11-25,2020-05-21
001500,현대차증권,17269655.0,8776119.0,2019-11-25,2020-05-21
004430,송원산업,17267984.0,10099010.0,2019-11-25,2020-05-21
024880,케이피에프,17238495.0,8012959.0,2019-11-25,2020-05-21
005420,코스모화학,17144341.0,19448568.0,2019-11-25,2020-05-21
031860,엔에스엔,17091284.0,15433333.0,2019-11-25,2020-05-21
003960,사조대림,17085482.0,9174041.0,2019-11-25,2020-05-21
007460,에이프로젠 KIC,17082033.0,13687500.0,2019-11-25,2020-05-21
010170,대한광통신,17051568.0,10882353.0,2019-11-25,2020-05-21
015860,일진홀딩스,17044944.0,10225847.0,2019-11-25,2020-05-21
031980,피에스케이홀딩스,17029342.0,9689441.0,2019-11-25,2020-05-21
006650,대한유화,17015485.0,11379310.0,2019-11-25,2020-05-21
001390,KG케미칼,16983690.0,12857143.0,2019-11-25,2020-05-21
000990,DB하이텍,16921238.0,15271739.0,2019-11-25,2020-05-21
005750,대림비앤코,16850568.0,10291971.0,2019-11-25,2020-05-21
023800,인지컨트롤스,16843357.0,8736730.0,2019-11-25,2020-05-21
002210,동성제약,16760609.0,8411215.0,2019-11-25,2020-05-21
036090,위지트,16746352.0,7388393.0,2019-11-25,2020-05-21
030190,NICE평가정보,16742347.0,13978102.0,2019-11-25,2020-05-21
