code,name,predict,index,start_date,end_date
035620,바른손이앤에이,35942077.0,16527778.0,2019-11-25,2020-05-21
005320,국동,32481054.0,23225806.0,2019-11-25,2020-05-21
013810,스페코,31159513.0,12705061.0,2019-11-25,2020-05-21
026890,디피씨,29502237.0,21599169.0,2019-11-25,2020-05-21
001200,유진증권,29502100.0,14511628.0,2019-11-25,2020-05-21
032680,소프트센,29501172.0,11013216.0,2019-11-25,2020-05-21
002140,고려산업,29500598.0,10638607.0,2019-11-25,2020-05-21
032850,비트컴퓨터,29500384.0,29468599.0,2019-11-25,2020-05-21
036120,SCI평가정보,29500091.0,13128599.0,2019-11-25,2020-05-21
032620,유비케어,29499067.0,20377358.0,2019-11-25,2020-05-21
037070,파세코,29494337.0,18327796.0,2019-11-25,2020-05-21
003090,대웅,29489968.0,13396947.0,2019-11-25,2020-05-21
002020,코오롱,29486535.0,10343840.0,2019-11-25,2020-05-21
004920,씨아이테크,27346245.0,24217119.0,2019-11-25,2020-05-21
001020,페이퍼코리아,27345982.0,21978022.0,2019-11-25,2020-05-21
032190,다우데이타,27342171.0,16686747.0,2019-11-25,2020-05-21
023900,풍국주정,25348152.0,13466258.0,2019-11-25,2020-05-21
025320,시노펙스,25347429.0,11079545.0,2019-11-25,2020-05-21
002620,제일파마홀딩스,25343308.0,10645161.0,2019-11-25,2020-05-21
036580,팜스코,25149356.0,15062762.0,2019-11-25,2020-05-21
007860,서연,23611834.0,11794454.0,2019-11-25,2020-05-21
009190,대양금속,23497055.0,3565217.0,2019-11-25,2020-05-21
033230,인성정보,23496285.0,22702703.0,2019-11-25,2020-05-21
000910,유니온,23495756.0,14918415.0,2019-11-25,2020-05-21
007460,에이프로젠 KIC,23494895.0,13687500.0,2019-11-25,2020-05-21
036810,에프에스티,23490827.0,17462687.0,2019-11-25,2020-05-21
023960,에쓰씨엔지니어링,22185102.0,8815789.0,2019-11-25,2020-05-21
016250,이테크건설,21531220.0,14151473.0,2019-11-25,2020-05-21
002700,신일전자,21311682.0,14591195.0,2019-11-25,2020-05-21
006920,모헨즈,21234667.0,9308855.0,2019-11-25,2020-05-21
001120,LG상사,21129095.0,9276316.0,2019-11-25,2020-05-21
002210,동성제약,21022276.0,8411215.0,2019-11-25,2020-05-21
008250,이건산업,20840255.0,8675676.0,2019-11-25,2020-05-21
010100,한국프랜지공업,20718140.0,12399050.0,2019-11-25,2020-05-21
029460,케이씨,20469743.0,14776119.0,2019-11-25,2020-05-21
007110,일신석재,20416131.0,9392789.0,2019-11-25,2020-05-21
000370,한화손해보험,20188209.0,8847518.0,2019-11-25,2020-05-21
012600,청호컴넷,20187874.0,11423150.0,2019-11-25,2020-05-21
015860,일진홀딩스,19812798.0,10225847.0,2019-11-25,2020-05-21
004430,송원산업,19630813.0,10099010.0,2019-11-25,2020-05-21
005750,대림비앤코,19587732.0,10291971.0,2019-11-25,2020-05-21
000020,동화약품,19410800.0,11855922.0,2019-11-25,2020-05-21
035080,인터파크홀딩스,19387838.0,8593407.0,2019-11-25,2020-05-21
003060,에이프로젠제약,19343840.0,19351852.0,2019-11-25,2020-05-21
011790,SKC,19318098.0,11711518.0,2019-11-25,2020-05-21
017510,세명전기,19317211.0,8624754.0,2019-11-25,2020-05-21
037460,삼지전자,19285120.0,11081654.0,2019-11-25,2020-05-21
