code,name,predict,index,start_date,end_date
005320,국동,37803740.0,23225806.0,2019-11-25,2020-05-21
013810,스페코,31159513.0,12705061.0,2019-11-25,2020-05-21
004920,씨아이테크,29502280.0,24217119.0,2019-11-25,2020-05-21
026890,디피씨,29502237.0,21599169.0,2019-11-25,2020-05-21
001200,유진증권,29502100.0,14511628.0,2019-11-25,2020-05-21
032680,소프트센,29501172.0,11013216.0,2019-11-25,2020-05-21
002140,고려산업,29500598.0,10638607.0,2019-11-25,2020-05-21
032850,비트컴퓨터,29500384.0,29468599.0,2019-11-25,2020-05-21
036120,SCI평가정보,29500091.0,13128599.0,2019-11-25,2020-05-21
032620,유비케어,29499067.0,20377358.0,2019-11-25,2020-05-21
032190,다우데이타,29494532.0,16686747.0,2019-11-25,2020-05-21
037070,파세코,29494337.0,18327796.0,2019-11-25,2020-05-21
003090,대웅,29489968.0,13396947.0,2019-11-25,2020-05-21
019170,신풍제약,29489344.0,30365297.0,2019-11-25,2020-05-21
002020,코오롱,29486535.0,10343840.0,2019-11-25,2020-05-21
036580,팜스코,27130670.0,15062762.0,2019-11-25,2020-05-21
035620,바른손이앤에이,25523998.0,16527778.0,2019-11-25,2020-05-21
016250,이테크건설,25452289.0,14151473.0,2019-11-25,2020-05-21
000910,유니온,23524751.0,14918415.0,2019-11-25,2020-05-21
002620,제일파마홀딩스,23524542.0,10645161.0,2019-11-25,2020-05-21
036810,에프에스티,23524469.0,17462687.0,2019-11-25,2020-05-21
025320,시노펙스,23524020.0,11079545.0,2019-11-25,2020-05-21
033230,인성정보,23521170.0,22702703.0,2019-11-25,2020-05-21
023900,풍국주정,23518106.0,13466258.0,2019-11-25,2020-05-21
010100,한국프랜지공업,22919352.0,12399050.0,2019-11-25,2020-05-21
023960,에쓰씨엔지니어링,22185102.0,8815789.0,2019-11-25,2020-05-21
007460,에이프로젠 KIC,21634897.0,13687500.0,2019-11-25,2020-05-21
002700,신일전자,21311682.0,14591195.0,2019-11-25,2020-05-21
001120,LG상사,21129095.0,9276316.0,2019-11-25,2020-05-21
002210,동성제약,21022276.0,8411215.0,2019-11-25,2020-05-21
006920,모헨즈,20903026.0,9308855.0,2019-11-25,2020-05-21
008250,이건산업,20840255.0,8675676.0,2019-11-25,2020-05-21
024950,삼천리자전거,20696705.0,13740602.0,2019-11-25,2020-05-21
001520,동양,20416672.0,10719178.0,2019-11-25,2020-05-21
007860,서연,20335595.0,11794454.0,2019-11-25,2020-05-21
039610,화성밸브,20244217.0,9109375.0,2019-11-25,2020-05-21
002230,피에스텍,20182676.0,9747292.0,2019-11-25,2020-05-21
003060,에이프로젠제약,20164173.0,19351852.0,2019-11-25,2020-05-21
011390,부산산업,20102184.0,9044586.0,2019-11-25,2020-05-21
001680,대상,19927949.0,11282051.0,2019-11-25,2020-05-21
030520,한글과컴퓨터,19897793.0,12500000.0,2019-11-25,2020-05-21
036710,심텍홀딩스,19444578.0,11399317.0,2019-11-25,2020-05-21
000020,동화약품,19410800.0,11855922.0,2019-11-25,2020-05-21
025900,동화기업,19394219.0,14000000.0,2019-11-25,2020-05-21
035080,인터파크홀딩스,19387838.0,8593407.0,2019-11-25,2020-05-21
034940,조아제약,19321300.0,13434728.0,2019-11-25,2020-05-21
011790,SKC,19318098.0,11711518.0,2019-11-25,2020-05-21
017510,세명전기,19317211.0,8624754.0,2019-11-25,2020-05-21
037460,삼지전자,19285120.0,11081654.0,2019-11-25,2020-05-21
005830,DB손해보험,19240709.0,8369763.0,2019-11-25,2020-05-21
027830,대성창투,19189505.0,9393204.0,2019-11-25,2020-05-21
004200,고려개발,19151994.0,9181347.0,2019-11-25,2020-05-21
009470,삼화전기,19074566.0,13431734.0,2019-11-25,2020-05-21
035810,이지바이오,19038833.0,8007519.0,2019-11-25,2020-05-21
005290,동진쎄미켐,19016418.0,12592593.0,2019-11-25,2020-05-21
007810,코리아써키트,18957896.0,9860697.0,2019-11-25,2020-05-21
013030,하이록코리아,18832499.0,7198880.0,2019-11-25,2020-05-21
005390,신성통상,18831278.0,7616099.0,2019-11-25,2020-05-21
012600,청호컴넷,18756605.0,11423150.0,2019-11-25,2020-05-21
000370,한화손해보험,18756300.0,8847518.0,2019-11-25,2020-05-21
020120,키다리스튜디오,18756156.0,15490654.0,2019-11-25,2020-05-21
008350,남선알미늄,18696922.0,18759690.0,2019-11-25,2020-05-21
027710,팜스토리,18667483.0,11127451.0,2019-11-25,2020-05-21
004540,깨끗한나라,18600813.0,18336980.0,2019-11-25,2020-05-21
005860,한일사료,18525875.0,9203085.0,2019-11-25,2020-05-21
036200,유니셈,18510109.0,13908297.0,2019-11-25,2020-05-21
006120,SK디스커버리,18489321.0,12104167.0,2019-11-25,2020-05-21
005180,빙그레,18444205.0,11847247.0,2019-11-25,2020-05-21
033320,제이씨현시스템,18433482.0,9780793.0,2019-11-25,2020-05-21
010770,평화홀딩스,18344826.0,9017497.0,2019-11-25,2020-05-21
033500,동성화인텍,18337846.0,8288462.0,2019-11-25,2020-05-21
030720,동원수산,18331824.0,10021322.0,2019-11-25,2020-05-21
034810,해성산업,18287140.0,10904762.0,2019-11-25,2020-05-21
018700,바른손,18241619.0,17250000.0,2019-11-25,2020-05-21
012510,더존비즈온,18220951.0,14077670.0,2019-11-25,2020-05-21
007110,일신석재,18204340.0,9392789.0,2019-11-25,2020-05-21
017040,광명전기,18169726.0,9515012.0,2019-11-25,2020-05-21
004270,남성,18158870.0,7712934.0,2019-11-25,2020-05-21
031510,오스템,18056882.0,8689320.0,2019-11-25,2020-05-21
032800,판타지오,17922447.0,15925926.0,2019-11-25,2020-05-21
011420,갤럭시아에스엠,17850018.0,8151515.0,2019-11-25,2020-05-21
011320,유니크,17783280.0,11868687.0,2019-11-25,2020-05-21
007210,벽산,17764041.0,9015957.0,2019-11-25,2020-05-21
014790,한라,17755790.0,10512397.0,2019-11-25,2020-05-21
012800,대창,17731804.0,10553191.0,2019-11-25,2020-05-21
006040,동원산업,17680863.0,11025057.0,2019-11-25,2020-05-21
005750,대림비앤코,17639484.0,10291971.0,2019-11-25,2020-05-21
004840,DRB동일,17600557.0,12772643.0,2019-11-25,2020-05-21
002300,한국제지,17596725.0,10230548.0,2019-11-25,2020-05-21
038680,에스넷,17584415.0,10643713.0,2019-11-25,2020-05-21
001840,이화공영,17581304.0,10310680.0,2019-11-25,2020-05-21
037760,쎄니트,17491719.0,11037736.0,2019-11-25,2020-05-21
026150,특수건설,17491083.0,10550725.0,2019-11-25,2020-05-21
006390,한일현대시멘트,17469705.0,9597424.0,2019-11-25,2020-05-21
014990,인디에프,17464728.0,7454212.0,2019-11-25,2020-05-21
024890,대원화성,17429047.0,11197183.0,2019-11-25,2020-05-21
019540,일지테크,17416440.0,8110236.0,2019-11-25,2020-05-21
006650,대한유화,17388418.0,11379310.0,2019-11-25,2020-05-21
031310,아이즈비전,17384123.0,11948791.0,2019-11-25,2020-05-21
017800,현대엘리베이터,17382330.0,8590786.0,2019-11-25,2020-05-21
005440,현대그린푸드,17370054.0,7641921.0,2019-11-25,2020-05-21
001500,현대차증권,17269655.0,8776119.0,2019-11-25,2020-05-21
004430,송원산업,17267984.0,10099010.0,2019-11-25,2020-05-21
038880,아이에이,17242017.0,8859813.0,2019-11-25,2020-05-21
024880,케이피에프,17238495.0,8012959.0,2019-11-25,2020-05-21
025550,한국선재,17169887.0,9035948.0,2019-11-25,2020-05-21
017900,광전자,17155411.0,9511002.0,2019-11-25,2020-05-21
004830,덕성,17138336.0,12333333.0,2019-11-25,2020-05-21
025860,남해화학,17102153.0,9291717.0,2019-11-25,2020-05-21
018310,삼목에스폼,17060115.0,7814939.0,2019-11-25,2020-05-21
012200,계양전기,17051712.0,10394265.0,2019-11-25,2020-05-21
010170,대한광통신,17051568.0,10882353.0,2019-11-25,2020-05-21
024840,KBI메탈,17041798.0,7951807.0,2019-11-25,2020-05-21
010660,화천기계,16902742.0,12593857.0,2019-11-25,2020-05-21
021080,에이티넘인베스트,16874479.0,9144385.0,2019-11-25,2020-05-21
015710,코콤,16862064.0,8798077.0,2019-11-25,2020-05-21
023800,인지컨트롤스,16843357.0,8736730.0,2019-11-25,2020-05-21
005250,녹십자홀딩스,16836471.0,10679157.0,2019-11-25,2020-05-21
003160,디아이,16832779.0,12703640.0,2019-11-25,2020-05-21
025540,한국단자공업,16783095.0,9165659.0,2019-11-25,2020-05-21
008560,메리츠증권,16768238.0,8372642.0,2019-11-25,2020-05-21
036170,라이브파이낸셜,16767409.0,5908257.0,2019-11-25,2020-05-21
036090,위지트,16746352.0,7388393.0,2019-11-25,2020-05-21
011370,서한,16723160.0,8130081.0,2019-11-25,2020-05-21
000140,하이트진로홀딩스,16660405.0,11805054.0,2019-11-25,2020-05-21
003560,아이에이치큐,16645478.0,9055556.0,2019-11-25,2020-05-21
000220,유유제약,16634090.0,11000000.0,2019-11-25,2020-05-21
014970,삼륭물산,16613250.0,7554455.0,2019-11-25,2020-05-21
011760,현대종합상사,16490381.0,8347578.0,2019-11-25,2020-05-21
003850,보령제약,16453725.0,9102564.0,2019-11-25,2020-05-21
011780,금호석유화학,16450141.0,9527559.0,2019-11-25,2020-05-21
011200,HMM,16396691.0,10759494.0,2019-11-25,2020-05-21
000060,메리츠화재,16393582.0,8296703.0,2019-11-25,2020-05-21
003830,대한화섬,16354425.0,9289617.0,2019-11-25,2020-05-21
002990,금호산업,16321469.0,6290749.0,2019-11-25,2020-05-21
020000,한섬,16311809.0,9464567.0,2019-11-25,2020-05-21
004780,대륙제관,16308086.0,9528193.0,2019-11-25,2020-05-21
000210,대림산업,16291428.0,8512221.0,2019-11-25,2020-05-21
003470,유안타증권,16276860.0,10018116.0,2019-11-25,2020-05-21
004090,한국석유공업,16271559.0,9615385.0,2019-11-25,2020-05-21
016450,한세예스24홀딩스,16263370.0,6899329.0,2019-11-25,2020-05-21
001360,삼성제약,16260178.0,9703791.0,2019-11-25,2020-05-21
006800,미래에셋대우,16250942.0,7986395.0,2019-11-25,2020-05-21
005010,휴스틸,16206696.0,6696078.0,2019-11-25,2020-05-21
038950,파인디지털,16158124.0,11233596.0,2019-11-25,2020-05-21
015020,이스타코,16136810.0,11239669.0,2019-11-25,2020-05-21
027050,코리아나,16121751.0,15494186.0,2019-11-25,2020-05-21
011170,롯데케미칼,16067903.0,8456376.0,2019-11-25,2020-05-21
006840,AK홀딩스,16056164.0,7710652.0,2019-11-25,2020-05-21
006910,보성파워텍,16019993.0,8564477.0,2019-11-25,2020-05-21
016600,큐캐피탈,16004609.0,12495637.0,2019-11-25,2020-05-21
005110,한창,15987384.0,8714044.0,2019-11-25,2020-05-21
030210,KTB투자증권,15984654.0,10749465.0,2019-11-25,2020-05-21
033290,코웰패션,15974268.0,10178891.0,2019-11-25,2020-05-21
035150,백산,15962700.0,7116061.0,2019-11-25,2020-05-21
033310,디케이디앤아이,15894659.0,8906009.0,2019-11-25,2020-05-21
012610,경인양행,15892859.0,9390089.0,2019-11-25,2020-05-21
001040,CJ,15870497.0,9343220.0,2019-11-25,2020-05-21
011230,삼화전자공업,15866185.0,12141328.0,2019-11-25,2020-05-21
001460,BYC,15861732.0,9271949.0,2019-11-25,2020-05-21
037370,EG,15854616.0,8392070.0,2019-11-25,2020-05-21
019550,SBI인베스트먼트,15828453.0,9221902.0,2019-11-25,2020-05-21
030350,드래곤플라이,15822771.0,6927900.0,2019-11-25,2020-05-21
005070,코스모신소재,15810380.0,16666667.0,2019-11-25,2020-05-21
000540,흥국화재,15804793.0,8396825.0,2019-11-25,2020-05-21
002270,롯데푸드,15750956.0,8868145.0,2019-11-25,2020-05-21
027040,서울전자통신,15717883.0,8415842.0,2019-11-25,2020-05-21
010120,엘에스일렉트릭,15713005.0,8164683.0,2019-11-25,2020-05-21
003220,대원제약,15681954.0,9497041.0,2019-11-25,2020-05-21
006340,대원전선,15638225.0,9053498.0,2019-11-25,2020-05-21
019180,티에이치엔,15604292.0,7336066.0,2019-11-25,2020-05-21
002450,삼익악기,15528621.0,8619718.0,2019-11-25,2020-05-21
013720,청보산업,15496414.0,10000000.0,2019-11-25,2020-05-21
009410,태영건설,15494018.0,13177966.0,2019-11-25,2020-05-21
003240,태광산업,15469876.0,7134935.0,2019-11-25,2020-05-21
007160,사조산업,15456847.0,7452471.0,2019-11-25,2020-05-21
004380,삼익THK,15445315.0,10508475.0,2019-11-25,2020-05-21
009970,영원무역홀딩스,15409888.0,8557013.0,2019-11-25,2020-05-21
001530,디아이동일,15402053.0,8859060.0,2019-11-25,2020-05-21
023760,한국캐피탈,15390163.0,9849906.0,2019-11-25,2020-05-21
002820,선창산업,15364399.0,8790698.0,2019-11-25,2020-05-21
010050,우리종금,15354382.0,8934169.0,2019-11-25,2020-05-21
021040,대호피앤씨,15353266.0,7771144.0,2019-11-25,2020-05-21
010600,웰바이오텍,15336209.0,10757576.0,2019-11-25,2020-05-21
003800,에이스침대,15332099.0,14234104.0,2019-11-25,2020-05-21
011090,에넥스,15321570.0,9639640.0,2019-11-25,2020-05-21
002350,넥센타이어,15321389.0,6549836.0,2019-11-25,2020-05-21
002760,보락,15274652.0,9776675.0,2019-11-25,2020-05-21
021050,서원,15259418.0,20125786.0,2019-11-25,2020-05-21
014190,원익큐브,15245647.0,7739558.0,2019-11-25,2020-05-21
035610,솔본,15228690.0,9628713.0,2019-11-25,2020-05-21
030960,양지사,15227963.0,8396396.0,2019-11-25,2020-05-21
031820,콤텍시스템,15196365.0,9070513.0,2019-11-25,2020-05-21
032940,원익,15183727.0,9332461.0,2019-11-25,2020-05-21
008700,아남전자,15171750.0,8520286.0,2019-11-25,2020-05-21
002390,한독,15150875.0,10974478.0,2019-11-25,2020-05-21
014680,한솔케미칼,15129998.0,10371517.0,2019-11-25,2020-05-21
018670,SK가스,15091675.0,9367681.0,2019-11-25,2020-05-21
019210,와이지-원,15047816.0,6962552.0,2019-11-25,2020-05-21
006050,국영지앤엠,15017192.0,18859060.0,2019-11-25,2020-05-21
015750,성우하이텍,14998231.0,8647141.0,2019-11-25,2020-05-21
012280,영화금속,14991327.0,10182371.0,2019-11-25,2020-05-21
014820,동원시스템즈,14980558.0,8341709.0,2019-11-25,2020-05-21
007280,한국특수형강,14978151.0,8758170.0,2019-11-25,2020-05-21
004910,조광페인트,14969078.0,10162162.0,2019-11-25,2020-05-21
009160,SIMPAC,14964094.0,8562092.0,2019-11-25,2020-05-21
009190,대양금속,14958676.0,3565217.0,2019-11-25,2020-05-21
036490,SK머티리얼즈,14940993.0,10017114.0,2019-11-25,2020-05-21
015890,태경산업,14918926.0,8790036.0,2019-11-25,2020-05-21
020180,대신정보통신,14908914.0,8566434.0,2019-11-25,2020-05-21
010640,진양폴리우레탄,14899444.0,10259965.0,2019-11-25,2020-05-21
014580,태경비케이,14878860.0,8767606.0,2019-11-25,2020-05-21
003690,코리안리,14870288.0,10083433.0,2019-11-25,2020-05-21
001230,동국제강,14860088.0,6966387.0,2019-11-25,2020-05-21
015590,큐로,14816348.0,13076037.0,2019-11-25,2020-05-21
013700,까뮤이앤씨,14805994.0,11333333.0,2019-11-25,2020-05-21
016610,DB금융투자,14798644.0,7978972.0,2019-11-25,2020-05-21
013580,계룡건설산업,14772734.0,7956731.0,2019-11-25,2020-05-21
008600,윌비스,14772576.0,10959410.0,2019-11-25,2020-05-21
003490,대한항공,14729464.0,7882353.0,2019-11-25,2020-05-21
032280,삼일,14721981.0,9748111.0,2019-11-25,2020-05-21
001130,대한제분,14704242.0,8717949.0,2019-11-25,2020-05-21
005850,에스엘,14659506.0,7520436.0,2019-11-25,2020-05-21
036630,세종텔레콤,14644495.0,8656331.0,2019-11-25,2020-05-21
008830,대동기어,14642427.0,8894558.0,2019-11-25,2020-05-21
005740,크라운해태홀딩스,14599229.0,8779343.0,2019-11-25,2020-05-21
004720,우리들제약,14592879.0,10701468.0,2019-11-25,2020-05-21
035460,기산텔레콤,14538798.0,11897655.0,2019-11-25,2020-05-21
005880,대한해운,14529691.0,8139013.0,2019-11-25,2020-05-21
009270,신원,14516979.0,8333333.0,2019-11-25,2020-05-21
009320,대우부품,14510643.0,11053812.0,2019-11-25,2020-05-21
024800,유성티엔에스,14503860.0,8177172.0,2019-11-25,2020-05-21
